instance_id,feat_1,shap_1,feat_2,shap_2,feat_3,shap_3,feat_4,shap_4,feat_5,shap_5
73,['num__duration' 'num__credit_amount'],-0.01690387248196918,['num__credit_amount' 'num__duration'],0.005043668570256999,['num__credit_amount' 'num__duration'],0.005043668570256999,['num__duration' 'num__credit_amount'],-0.01690387248196918,['num__credit_amount' 'num__duration'],0.005043668570256999
74,['num__credit_amount' 'num__duration'],-0.027076530583719446,['num__credit_amount' 'num__duration'],-0.027076530583719446,['num__duration' 'num__credit_amount'],-0.026470938606245706,['num__duration' 'num__credit_amount'],-0.026470938606245706,['num__duration' 'num__credit_amount'],-0.026470938606245706
75,['num__credit_amount' 'num__duration'],-0.011492478657341924,['num__credit_amount' 'num__duration'],-0.011492478657341924,['num__duration' 'num__credit_amount'],-0.006174419987534364,['num__duration' 'num__credit_amount'],-0.006174419987534364,['num__credit_amount' 'num__duration'],-0.011492478657341924
76,['num__duration' 'num__credit_amount'],-0.05102305255238242,['num__credit_amount' 'num__duration'],0.013494336191669842,['num__duration' 'num__credit_amount'],-0.05102305255238242,['num__duration' 'num__credit_amount'],-0.05102305255238242,['num__duration' 'num__credit_amount'],-0.05102305255238242
77,['num__duration' 'num__credit_amount'],7.117477849570942e-05,['num__credit_amount' 'num__duration'],0.01780699404308403,['num__duration' 'num__credit_amount'],7.117477849570942e-05,['num__credit_amount' 'num__duration'],0.01780699404308403,['num__duration' 'num__credit_amount'],7.117477849570942e-05
78,['num__credit_amount' 'num__duration'],-0.032687574684554244,['num__credit_amount' 'num__duration'],-0.032687574684554244,['num__credit_amount' 'num__duration'],-0.032687574684554244,['num__credit_amount' 'num__duration'],-0.032687574684554244,['num__duration' 'num__credit_amount'],-0.02211338999538576
79,['num__credit_amount' 'num__duration'],0.0026614392032650157,['num__credit_amount' 'num__duration'],0.0026614392032650157,['num__duration' 'num__credit_amount'],0.0011556096421437537,['num__duration' 'num__credit_amount'],0.0011556096421437537,['num__credit_amount' 'num__duration'],0.0026614392032650157
80,['num__duration' 'num__credit_amount'],-0.0051701305590880885,['num__credit_amount' 'num__duration'],0.018554089037903898,['num__credit_amount' 'num__duration'],0.018554089037903898,['num__credit_amount' 'num__duration'],0.018554089037903898,['num__credit_amount' 'num__duration'],0.018554089037903898
81,['num__credit_amount' 'num__duration'],0.09311459312717954,['num__duration' 'num__credit_amount'],0.0620272423563057,['num__credit_amount' 'num__duration'],0.09311459312717954,['num__credit_amount' 'num__duration'],0.09311459312717954,['num__credit_amount' 'num__duration'],0.09311459312717954
82,['num__duration' 'num__credit_amount'],0.010427976936388503,['num__credit_amount' 'num__duration'],-0.015438937665784315,['num__credit_amount' 'num__duration'],-0.015438937665784315,['num__duration' 'num__credit_amount'],0.010427976936388503,['num__credit_amount' 'num__duration'],-0.015438937665784315
83,['num__credit_amount' 'num__duration'],-0.046027572733143604,['num__credit_amount' 'num__duration'],-0.046027572733143604,['num__duration' 'num__credit_amount'],-0.00731601195168408,['num__credit_amount' 'num__duration'],-0.046027572733143604,['num__credit_amount' 'num__duration'],-0.046027572733143604
84,['num__duration' 'num__credit_amount'],-0.027210097981751533,['num__credit_amount' 'num__duration'],-0.026033187356120598,['num__credit_amount' 'num__duration'],-0.026033187356120598,['num__duration' 'num__credit_amount'],-0.027210097981751533,['num__credit_amount' 'num__duration'],-0.026033187356120598
85,['num__credit_amount' 'num__duration'],-0.027481358616635528,['num__credit_amount' 'num__duration'],-0.027481358616635528,['num__credit_amount' 'num__duration'],-0.027481358616635528,['num__credit_amount' 'num__duration'],-0.027481358616635528,['num__credit_amount' 'num__duration'],-0.027481358616635528
86,['num__credit_amount' 'num__duration'],0.1299859022658203,['num__duration' 'num__credit_amount'],0.03969028991576735,['num__duration' 'num__credit_amount'],0.03969028991576735,['num__credit_amount' 'num__duration'],0.1299859022658203,['num__credit_amount' 'num__duration'],0.1299859022658203
87,['num__duration' 'num__credit_amount'],0.0497763822845016,['num__duration' 'num__credit_amount'],0.0497763822845016,['num__duration' 'num__credit_amount'],0.0497763822845016,['num__duration' 'num__credit_amount'],0.0497763822845016,['num__duration' 'num__credit_amount'],0.0497763822845016
88,['num__credit_amount' 'num__duration'],0.02354361085029652,['num__duration' 'num__credit_amount'],0.06256900863094939,['num__duration' 'num__credit_amount'],0.06256900863094939,['num__duration' 'num__credit_amount'],0.06256900863094939,['num__credit_amount' 'num__duration'],0.02354361085029652
89,['num__duration' 'num__credit_amount'],-0.0308184604117422,['num__duration' 'num__credit_amount'],-0.0308184604117422,['num__credit_amount' 'num__duration'],-0.01201219870128088,['num__duration' 'num__credit_amount'],-0.0308184604117422,['num__credit_amount' 'num__duration'],-0.01201219870128088
90,['num__duration' 'num__credit_amount'],0.007593531853109455,['num__credit_amount' 'num__duration'],-0.022105302543258917,['num__credit_amount' 'num__duration'],-0.022105302543258917,['num__credit_amount' 'num__duration'],-0.022105302543258917,['num__duration' 'num__credit_amount'],0.007593531853109455
91,['num__duration' 'num__credit_amount'],-0.016260210714666067,['num__credit_amount' 'num__duration'],0.02024614602396616,['num__duration' 'num__credit_amount'],-0.016260210714666067,['num__duration' 'num__credit_amount'],-0.016260210714666067,['num__duration' 'num__credit_amount'],-0.016260210714666067
92,['num__duration' 'num__credit_amount'],0.1426956245942427,['num__duration' 'num__credit_amount'],0.1426956245942427,['num__credit_amount' 'num__duration'],0.026859211602876045,['num__credit_amount' 'num__duration'],0.026859211602876045,['num__credit_amount' 'num__duration'],0.026859211602876045
93,['num__duration' 'num__credit_amount'],-0.0416432946137444,['num__duration' 'num__credit_amount'],-0.0416432946137444,['num__duration' 'num__credit_amount'],-0.0416432946137444,['num__duration' 'num__credit_amount'],-0.0416432946137444,['num__duration' 'num__credit_amount'],-0.0416432946137444
94,['num__credit_amount' 'num__duration'],-0.028295789821913043,['num__credit_amount' 'num__duration'],-0.028295789821913043,['num__duration' 'num__credit_amount'],-0.007943923029290836,['num__duration' 'num__credit_amount'],-0.007943923029290836,['num__credit_amount' 'num__duration'],-0.028295789821913043
95,['num__credit_amount' 'num__duration'],0.02520754436759525,['num__credit_amount' 'num__duration'],0.02520754436759525,['num__credit_amount' 'num__duration'],0.02520754436759525,['num__duration' 'num__credit_amount'],-0.004950927450792341,['num__duration' 'num__credit_amount'],-0.004950927450792341
96,['num__duration' 'num__credit_amount'],0.05234865848211145,['num__credit_amount' 'num__duration'],0.015448998216862107,['num__duration' 'num__credit_amount'],0.05234865848211145,['num__duration' 'num__credit_amount'],0.05234865848211145,['num__credit_amount' 'num__duration'],0.015448998216862107
97,['num__duration' 'num__credit_amount'],0.01997387077354401,['num__duration' 'num__credit_amount'],0.01997387077354401,['num__credit_amount' 'num__duration'],-0.020670053024470527,['num__duration' 'num__credit_amount'],0.01997387077354401,['num__credit_amount' 'num__duration'],-0.020670053024470527
98,['num__credit_amount' 'num__duration'],0.01223792019455722,['num__duration' 'num__credit_amount'],-0.025025458876095995,['num__credit_amount' 'num__duration'],0.01223792019455722,['num__credit_amount' 'num__duration'],0.01223792019455722,['num__credit_amount' 'num__duration'],0.01223792019455722
99,['num__duration' 'num__credit_amount'],0.008654658566351012,['num__credit_amount' 'num__duration'],-0.028183597311158326,['num__credit_amount' 'num__duration'],-0.028183597311158326,['num__duration' 'num__credit_amount'],0.008654658566351012,['num__credit_amount' 'num__duration'],-0.028183597311158326
100,['num__duration' 'num__credit_amount'],-0.028754881515664233,['num__credit_amount' 'num__duration'],-0.0210042831140084,['num__credit_amount' 'num__duration'],-0.0210042831140084,['num__credit_amount' 'num__duration'],-0.0210042831140084,['num__credit_amount' 'num__duration'],-0.0210042831140084
